id,num_sold
136950,27.67738445827073
136951,28.807524371994006
136952,4.159759359361234
136953,27.157754219133196
136954,23.364670477949133
136955,44.20515567625923
136956,44.043669716764725
136957,6.407396089772045
136958,41.97002325026084
136959,36.84113101887094
136960,162.8401793460961
136961,161.5515766070367
136962,25.495837909119036
136963,153.0105381169919
136964,134.13921166534254
136965,140.68640993845887
136966,141.84213366641703
136967,22.19703996284714
136968,136.37676280097878
136969,116.53520266894859
136970,218.6507322164204
136971,221.7737098239266
136972,34.72828370187469
136973,211.13116915502758
136974,181.70885312881234
136975,791.7090367430402
136976,816.7027206031051
136977,126.47399551007292
136978,774.9558213444983
136979,666.1834348013655
136980,74.44026690807557
136981,76.848705196988
136982,11.532015974509147
136983,73.15424246089896
136984,63.75914523459918
136985,116.87543686232404
136986,116.1936286692752
136987,18.396189695624418
136988,111.33275776045647
136989,98.02944032771875
136990,426.3171644825444
136991,434.140966469038
136992,67.14130361666423
136993,408.2999837210074
136994,357.095798652634
136995,106.17149934707804
136996,107.86091327831855
136997,16.877032574120143
136998,102.9999006363474
136999,89.98088677937314
137000,161.61892687541746
137001,165.2192311002434
137002,26.23656337145246
137003,157.28574311685384
137004,140.49858572012636
137005,604.6257783471045
137006,611.2613658142934
137007,97.30681624028935
137008,580.6638736807878
137009,512.7335720647566
137010,82.46975376699142
137011,83.80293363084809
137012,12.796664190209391
137013,79.68414227709692
137014,67.83090695491902
137015,127.2086221419697
137016,129.27379384039207
137017,19.78514122208986
137018,122.52683945606651
137019,105.27095893061393
137020,460.58447610985166
137021,467.994411592195
137022,73.38817676493397
137023,441.2187208234752
137024,386.8443985907426
137025,27.67738445827073
137026,28.807524371994006
137027,4.159759359361234
137028,27.157754219133196
137029,23.364670477949133
137030,44.20515567625923
137031,44.043669716764725
137032,6.407396089772045
137033,41.97002325026084
137034,36.84113101887094
137035,162.8401793460961
137036,161.5515766070367
137037,25.495837909119036
137038,153.0105381169919
137039,134.13921166534254
137040,140.68640993845887
137041,141.84213366641703
137042,22.19703996284714
137043,136.37676280097878
137044,116.53520266894859
137045,218.6507322164204
137046,221.7737098239266
137047,34.72828370187469
137048,211.13116915502758
137049,181.70885312881234
137050,791.7090367430402
137051,816.7027206031051
137052,126.47399551007292
137053,774.9558213444983
137054,666.1834348013655
137055,74.44026690807557
137056,76.848705196988
137057,11.532015974509147
137058,73.15424246089896
137059,63.75914523459918
137060,116.87543686232404
137061,116.1936286692752
137062,18.396189695624418
137063,111.33275776045647
137064,98.02944032771875
137065,426.3171644825444
137066,434.140966469038
137067,67.14130361666423
137068,408.2999837210074
137069,357.095798652634
137070,106.17149934707804
137071,107.86091327831855
137072,16.877032574120143
137073,102.9999006363474
137074,89.98088677937314
137075,161.61892687541746
137076,165.2192311002434
137077,26.23656337145246
137078,157.28574311685384
137079,140.49858572012636
137080,604.6257783471045
137081,611.2613658142934
137082,97.30681624028935
137083,580.6638736807878
137084,512.7335720647566
137085,82.46975376699142
137086,83.80293363084809
137087,12.796664190209391
137088,79.68414227709692
137089,67.83090695491902
137090,127.2086221419697
137091,129.27379384039207
137092,19.78514122208986
137093,122.52683945606651
137094,105.27095893061393
137095,460.58447610985166
137096,467.994411592195
137097,73.38817676493397
