id,Age
74051,7.528035845823563
74052,7.696432869506637
74053,10.392051168140373
74054,9.571918414155139
74055,7.620946139091173
74056,12.506310722315835
74057,11.38127075455046
74058,8.052160760872885
74059,12.655087470442751
74060,10.44460379813857
74061,12.434460442893466
74062,10.300359695134139
74063,4.374372164055329
74064,12.785901472021774
74065,5.430264781115231
74066,6.182876268825397
74067,11.318682543654942
74068,13.093205165391664
74069,10.83748318778059
74070,10.669399440847041
74071,16.222608213123586
74072,9.478760713645416
74073,8.737177096792088
74074,9.132558248540072
74075,12.105539011556726
74076,9.717475464289324
74077,12.453718393012219
74078,11.010237713223878
74079,9.3499439596426
74080,11.506792696660336
74081,10.904927333172376
74082,10.722910441520439
74083,10.567473676767763
74084,12.384863356506274
74085,11.518297229966906
74086,7.238374376580825
74087,9.140616970441778
74088,11.71643278977451
74089,8.654253728796723
74090,10.444098155208033
74091,7.878727131026431
74092,9.68238593711108
74093,10.720837162412
74094,10.257905570559124
74095,17.652457485765478
74096,11.948312258604787
74097,6.57981058684119
74098,6.204332140188293
74099,13.241756234857348
74100,10.096154095967783
74101,11.235928748129414
74102,9.379252626961707
74103,11.536472987443325
74104,9.81988992441824
74105,8.823426315161765
74106,11.760439128901375
74107,9.864214465845128
74108,5.104074063596263
74109,9.564581911888771
74110,5.459264618966092
74111,11.105384950098076
74112,6.949981503389277
74113,8.34565731897129
74114,10.82657220070701
74115,9.603536797753048
74116,10.70341199589209
74117,13.608727401197271
74118,10.084237213709443
74119,9.323680885064167
74120,16.183573224276223
74121,10.101577851431706
74122,7.037180588091367
74123,12.330793787044001
74124,5.011658704196023
74125,7.438549113087721
74126,7.415505074709511
74127,11.237082655653055
74128,10.824340976020734
74129,9.4952650831781
74130,10.547490854275132
74131,10.763257945041802
74132,7.502931798594186
74133,10.211732022221335
74134,11.683543244435937
74135,4.5776935485065655
74136,6.494440656995726
74137,5.459264618966092
74138,16.39626888854065
74139,10.80066410924237
74140,14.694472728847376
74141,9.611303120861084
74142,10.939056584775294
74143,14.868305826472769
74144,13.927505222161079
74145,11.157692853293831
74146,7.871794476428228
74147,10.297722154024806
74148,5.633094383416589
74149,10.794820798927912
74150,8.237192812575927
74151,8.958712087261944
74152,14.123809289720647
74153,10.910390036966305
74154,8.900480990410976
74155,6.6446887707909985
74156,12.922752426155062
74157,10.933481965754606
74158,12.652319167146192
74159,10.698257890450533
74160,13.527630961490043
74161,10.180708809594213
74162,10.11795027582798
74163,10.178897438071457
74164,9.966842576767268
74165,10.517511168700166
74166,9.17516078297391
74167,11.322379292308879
74168,10.749637045289179
74169,11.621654450264499
74170,10.554312812025952
74171,12.672820394826278
74172,11.643939752571391
74173,7.475548198581213
74174,11.797520836961725
74175,9.846749609670967
74176,9.452323233013585
74177,11.619560755738236
74178,12.762301184868575
74179,13.288350577253482
74180,6.231304373789034
74181,8.710932667050875
74182,10.427924768247289
74183,7.438549113087721
74184,11.921763632980136
74185,12.504087859720736
74186,9.99866035320223
74187,9.692047580424816
74188,12.422249329067453
74189,6.127870204422197
74190,9.226755955571473
74191,10.782560259838881
74192,11.517596696552294
74193,9.315813651698944
74194,4.42401458082678
74195,12.273614607031416
74196,12.314413314479337
74197,10.512968874258119
74198,6.755889242503001
74199,10.094071194145782
74200,11.010210859249984
74201,9.039150974009264
74202,12.122722426277438
74203,11.039523441803377
74204,11.167022230908694
74205,10.13486501210042
74206,9.184443788024998
74207,9.10113043822649
74208,12.215599987881188
74209,15.840027348206586
74210,10.835551499016251
74211,7.42020130548999
74212,9.519765768591514
74213,10.794036574639332
74214,12.69767585129198
74215,8.62020890115946
74216,7.415505074709511
74217,15.989803720922241
74218,11.462309528382669
74219,8.12850701744707
74220,15.020465460064726
74221,7.709220812020329
74222,10.652246082819245
74223,9.851254994962295
74224,8.74692059233396
74225,10.917909044530449
74226,9.980420511824024
74227,11.269519934350834
74228,4.42401458082678
74229,11.76288891128601
74230,10.878346316342583
74231,7.882232282236217
74232,10.664307377795682
74233,6.494440656995726
74234,10.345656625284905
74235,11.657924417885273
74236,8.822021889797302
74237,9.246687005351307
74238,10.667529346249731
74239,6.406901007652572
74240,7.538215645986978
74241,7.804011749047282
74242,13.10768636432831
74243,10.600304932119366
74244,6.949981503389277
74245,10.486821697060648
74246,10.009434777875141
74247,9.096035369616008
74248,9.033430705172842
74249,15.390329159754618
74250,11.206135320871603
74251,14.257838362406266
74252,7.9341177260527695
74253,11.346258696080008
74254,10.747101955887816
74255,10.901550794584335
74256,10.994860813356754
74257,12.2060896248189
74258,4.489714747349747
74259,10.937925220441775
74260,8.634929496846715
74261,7.301709840093972
74262,4.797142937361906
74263,11.650841605699618
74264,10.469510668040405
74265,11.996474442435941
74266,8.270605850863854
74267,10.929624117575866
74268,7.238374376580825
74269,7.83236895852793
74270,8.773875052062149
74271,11.519511278381424
74272,16.127185871094348
74273,7.215712911187479
74274,12.628510310376349
74275,8.853782435096846
74276,7.8948204000547735
74277,9.130926861586362
74278,13.716400073365186
74279,10.890303063455569
74280,10.68886162900084
74281,15.280848145041297
74282,12.273039037569164
74283,10.851361716224861
74284,7.847998011620473
74285,7.2861680592143045
74286,10.949349806660795
74287,10.99594467452302
74288,12.189745454822825
74289,7.857119351142159
74290,10.85616345239592
74291,11.631153052389841
74292,9.74610760065849
74293,7.776175514681286
74294,10.861986409329353
74295,13.075923896374633
74296,11.67424924990469
74297,11.153578504581345
74298,14.638107548071936
74299,11.059212331749062
74300,10.023689615352795
74301,10.892504270913935
74302,10.062140530144527
74303,9.771810060765358
74304,11.624565417375848
74305,9.722215379125231
74306,9.241118986759197
74307,7.871794476428228
74308,11.143709458922256
74309,10.454887722994263
74310,17.924709883475465
74311,7.882232282236217
74312,12.967548334072216
74313,11.563084782757132
74314,10.765193353104863
74315,9.709947402896514
74316,10.143800298333554
74317,10.219577801900103
74318,12.046340114417132
74319,12.420127476252134
74320,7.9715059355472
74321,8.99255023736129
74322,12.242780776116437
74323,11.31105512922181
74324,12.118629635542124
74325,9.239051259056962
74326,9.339645252918206
74327,10.347621393340894
74328,11.590441602564342
74329,9.26995002774657
74330,8.912780600958373
74331,5.659260941070055
74332,10.697554869972098
74333,13.214434858572538
74334,11.869056589208084
74335,11.269252326469463
74336,9.046536893767826
74337,9.28130362189243
74338,9.947538387482908
74339,9.750404142178727
74340,9.26900970716743
74341,9.352255830857171
74342,8.197006243795716
74343,9.086723709570599
74344,10.3332935052509
74345,10.400358830701894
74346,7.415505074709511
74347,13.398885533286327
74348,10.314608347533955
74349,8.998249317957335
74350,10.942426906202625
74351,12.87093544898017
74352,13.607496306177893
74353,10.304347600182604
74354,12.468260092465654
74355,6.949981503389277
74356,6.277890045945066
74357,10.174441120467124
